pid,eid,~json_qc,qc_behavior,qc_alignment_resolved,num_trials,qc_num_trials,priority_score
e096bf1f-b2b7-471d-b07b-e4e6d65299ac,f2545193-1c5c-420e-96ac-3cb4b9799ea5,True,True,True,756.0,True,3.0
d2da187c-7277-4114-bd09-f4f62ce9947e,f2545193-1c5c-420e-96ac-3cb4b9799ea5,True,True,True,756.0,True,3.0
14e496f3-06c7-465e-b7a7-109d866793a2,c94463ed-57da-4f02-8406-46f2f03924f3,True,True,True,807.0,True,3.0
35e215e1-b925-4593-8d67-0de6603c525a,ba7fc4d0-0486-4415-9b12-3f13b1cff710,True,True,True,581.0,True,3.0
feb4c65d-ad57-430e-8698-31f193013d19,c90cdfa0-2945-4f68-8351-cb964c258725,True,True,True,659.0,True,3.0
68386da9-4a3e-425f-baa1-15e4f985153d,531e7ac0-cfcd-4593-9bf7-bb7bab5d66e9,True,True,True,812.0,True,3.0
23e12f60-05fc-43ce-9536-f2feef8db037,2cff323c-1510-4b78-a5d1-ca07b203f60c,True,True,True,472.0,True,3.0
9b52d705-f975-4efb-863f-8c0ee33495c9,b26295df-e78d-4368-b694-1bf584f25bfc,True,True,True,1005.0,True,3.0
646bfb77-b784-4c21-b37f-2ffc9986a228,9b4f6a8d-c879-4348-aa7e-0b34f6c6dacb,True,True,True,753.0,True,3.0
7ca1a6a0-5808-4882-9f8c-ea5ae82ad1a2,bb2153e7-1052-491e-a022-790e755c7a54,True,True,True,1014.0,True,3.0
eb48b9fc-661e-4dde-8388-f32bde00482f,a45e62df-9f7f-4429-95a4-c4e334c8209f,True,True,True,919.0,True,3.0
3c89bf07-1010-4457-8018-1733d50725e7,3a1b819b-71ef-4d71-aae6-9f83c1f509cb,True,True,True,1186.0,True,3.0
429747bb-93c2-4ec2-b823-a49d9247d4d5,fe0ecca9-9279-4ce6-bbfe-8b875d30d34b,True,True,True,668.0,True,3.0
57edc590-a53d-403c-9aab-d58ee51b6a24,022dd14c-eff2-470f-863c-e019fafa53ae,True,True,True,410.0,True,3.0
ba40eda8-601d-41cb-a629-290d17e7a680,a0dfbbc6-0454-4dc6-ade0-9ba57c18241d,True,True,True,1013.0,True,3.0
18e665b6-cc3d-4cde-980b-ddba405c1b26,bf358c9a-ef84-4604-b83a-93416d2827ff,True,True,True,893.0,True,3.0
02106173-e888-429b-a03c-7daaa40cc6be,bb2153e7-1052-491e-a022-790e755c7a54,True,True,True,1014.0,True,3.0
3ae57f3f-be93-48d9-8f47-f5a6f9055a3a,c875fc7d-0966-448a-813d-663088fbfae8,True,True,True,740.0,True,3.0
4b345c19-4973-4f30-8858-f236e7456553,bf358c9a-ef84-4604-b83a-93416d2827ff,True,True,True,893.0,True,3.0
3adebebc-6499-4ad7-81db-a7a61f50fb15,9931191e-8056-4adc-a410-a4a93487423f,True,True,True,448.0,True,3.0
2631e77a-d521-4939-b247-e7a0ea0a95c1,78fceb60-e623-431b-ab80-7e29209058ac,True,True,True,737.0,True,3.0
cbe746bb-8076-41c9-a90e-3bd56b2d958e,107249ca-0d03-4e56-a7eb-6fe6210550ae,True,True,True,442.0,True,3.0
becce8b9-db96-4ace-ad99-66397ca9e181,945028b5-bb38-4379-8ae4-488bcd67bcf5,True,True,True,869.0,True,3.0
85b98361-9706-4318-8923-6988d4e804e8,a0dfbbc6-0454-4dc6-ade0-9ba57c18241d,True,True,True,1013.0,True,3.0
08c49305-d12c-4cc5-8f5c-b29f62f3a4a6,ab8a5331-1d0f-4b8a-9e0f-7be41c4857f9,True,True,True,834.0,True,3.0
a7919b08-68fd-4ae7-a5a6-341d054d5bed,5c936319-6829-41cb-abc7-c4430910a6a0,True,True,True,847.0,True,3.0
daadb3f1-bef2-474e-a659-72922f3fcc5b,fe0ecca9-9279-4ce6-bbfe-8b875d30d34b,True,True,True,668.0,True,3.0
61bb2bcd-37b4-4bcc-8f40-8681009a511a,f31752a8-a6bb-498b-8118-6339d3d74ecb,True,True,True,651.0,True,3.0
3b7827f2-3957-41dd-8b12-fa529a1422e7,ad8e802d-ce83-437a-865f-fa769762a602,True,True,True,917.0,True,3.0
442d6f32-f0dc-4f82-90e3-5eefb086797c,9931191e-8056-4adc-a410-a4a93487423f,True,True,True,448.0,True,3.0
65814b25-2091-4630-8339-c7a282918728,078fb4b2-4bff-414c-92a8-a2fb97ffcf59,True,False,True,420.0,True,2.0
283db2a3-10d8-4b88-98fb-34aa81323a44,078fb4b2-4bff-414c-92a8-a2fb97ffcf59,True,False,True,420.0,True,2.0
e9afdaa6-0898-4f6c-8a1f-ea7c4a0268d1,e38c3ca1-4c0e-4fac-bcaf-b94db6e1b8e0,True,False,True,500.0,True,2.0
0494d8ac-e783-479c-98a0-5d9af8bf5ee7,38bdc37b-c8be-4f18-b0a2-8a22dfa5f47e,True,False,True,879.0,True,2.0
b1f22344-6bbc-4540-a4fa-d5e00f9b5857,a3470924-a5b0-4cee-a04e-7597d4a94f8d,True,False,True,917.0,True,2.0
6971e690-f172-4442-9949-fc43c737fe56,48cdc3ce-8e21-4090-9686-e26c6e4e851f,True,False,True,654.0,True,2.0
c47c90b5-16d7-41b6-8eeb-d1c5675a2313,6f87f78d-f091-46c7-8226-e8b1936b28ee,True,False,True,741.0,True,2.0
7b78929a-6738-4536-8885-53d8460e25af,38bdc37b-c8be-4f18-b0a2-8a22dfa5f47e,True,False,True,879.0,True,2.0
83f818c8-44f3-432c-a172-362e3033f8ab,e38c3ca1-4c0e-4fac-bcaf-b94db6e1b8e0,True,False,True,500.0,True,2.0
ac628514-dcfe-445b-a3db-f52060c536fd,48cdc3ce-8e21-4090-9686-e26c6e4e851f,True,False,True,654.0,True,2.0
f69012f7-5503-4ed6-bf95-ec15522ec0c9,a68ef902-026c-4dfa-857f-8bc799a3b5e5,True,False,True,845.0,True,2.0
8f6f2d0b-e117-432b-8fbd-2907aa3ec034,e71bd25a-8c1e-4751-8985-4463a91c1b66,True,False,True,493.0,True,2.0
694f588f-c741-43cd-895c-c3b41731d5d0,a68ef902-026c-4dfa-857f-8bc799a3b5e5,True,False,True,845.0,True,2.0
f539feda-0cf5-41b2-8741-57cd41ae7732,41dfdc2a-987a-402a-99ae-779d5f569566,True,False,True,493.0,True,2.0
7ed5860e-5c8b-42a5-aafb-515adaaf3291,e71bd25a-8c1e-4751-8985-4463a91c1b66,True,False,True,493.0,True,2.0
0ecc7626-9e8c-47e7-9b8f-60442aa8ce5a,41dfdc2a-987a-402a-99ae-779d5f569566,True,False,True,493.0,True,2.0
b6787ce8-a641-4422-9ada-eaea3fa2b70d,2d768cde-65d4-4374-af2e-6ff3bf606eb4,True,False,True,781.0,True,2.0
f61013a8-7088-4b7a-bf42-96c9fe807490,2d768cde-65d4-4374-af2e-6ff3bf606eb4,True,False,True,781.0,True,2.0
e714959c-650f-4795-990c-9eb78689a572,a44fd8cc-ae4c-49b2-a6b4-97c6552ad9f6,True,False,True,981.0,True,2.0
7b8935da-a5ab-497e-b13f-ebff06ec8a78,6f87f78d-f091-46c7-8226-e8b1936b28ee,True,False,True,741.0,True,2.0
6caafb93-ccbb-4f3d-b339-b262120e9d26,2eb86e84-4b48-488c-81ed-b98335d9a922,True,False,True,315.0,False,1.0
be2231de-2037-4d4f-ab7a-065ddf46c8dc,308274fc-28e8-4bfd-a4e3-3903b7b48c28,True,False,True,347.0,False,1.0
ee66667e-d1b3-4d31-8138-863ad3644866,8cfb0b3d-2877-4616-9e32-4139c4501691,True,False,True,326.0,False,1.0
d2b5e4a1-5445-4c3a-996a-ea77eb83e576,ded7c877-49cf-46ad-b726-741f1cf34cef,True,False,True,355.0,False,1.0
3b6f1804-c815-4658-be35-4f015255807e,ded7c877-49cf-46ad-b726-741f1cf34cef,True,False,True,355.0,False,1.0
1f520b36-78cf-4503-bfb8-7e4496ddbd87,150f92bc-e755-4f54-96c1-84e1eaf832b4,True,False,True,356.0,False,1.0
6c7378d3-aa20-43e1-ba30-2df2b595efd4,9a14e9b7-0f79-410b-a456-1e8e7887e621,True,False,True,179.0,False,1.0
682029b5-ff63-48cf-9d9b-21ecac42df90,7aa9fe27-3f10-4ee0-a5a3-a0c59884f2b6,True,False,True,356.0,False,1.0
00fc606b-77d0-4fcd-8a13-376b6b99e25e,27f3c7a6-7be5-40e2-b4d8-9393978aeae1,True,False,True,160.0,False,1.0
364b1be2-ff74-4481-99f5-5e5c02abe55d,2eb86e84-4b48-488c-81ed-b98335d9a922,True,False,True,315.0,False,1.0
3685d60d-70f9-4a0e-918b-6bee333d1d1a,83292b0f-e30f-48e1-ad0a-6f2bfe04e8b0,True,False,True,269.0,False,1.0
178f92c5-38ad-4b0a-a235-606a8c271884,83292b0f-e30f-48e1-ad0a-6f2bfe04e8b0,True,False,True,269.0,False,1.0
6fd269b1-5099-46de-960e-9bc57f838d06,9a14e9b7-0f79-410b-a456-1e8e7887e621,True,False,True,179.0,False,1.0
f6bd3ba7-2b98-4e01-ac9b-73e712971797,150f92bc-e755-4f54-96c1-84e1eaf832b4,True,False,True,356.0,False,1.0
638f3a42-0c52-446c-b4f2-497c66a292ad,8cfb0b3d-2877-4616-9e32-4139c4501691,True,False,True,326.0,False,1.0
c1b070b0-16a8-426b-aac3-d1851ed17819,a06189b0-a66e-4a5a-a1ef-4afa80de8b31,False,True,True,836.0,True,0.0
0c124e13-34ef-4fd5-912c-792b51ecfa53,a44fd8cc-ae4c-49b2-a6b4-97c6552ad9f6,False,False,False,981.0,True,0.0
d29fd4cc-1621-4597-b18d-ec1530e9bd81,c875fc7d-0966-448a-813d-663088fbfae8,False,True,True,740.0,True,0.0
0a687b38-2085-474e-9e72-4b50d4907532,f45e30cf-12aa-4fa0-8248-f9f885dfa9ef,True,True,False,798.0,True,0.0
1eff28ed-9cfb-4375-b5dd-4e025a22249d,b26295df-e78d-4368-b694-1bf584f25bfc,False,True,True,1005.0,True,0.0
c69f1272-b0de-40aa-88ab-0bf815f26c7e,a3470924-a5b0-4cee-a04e-7597d4a94f8d,False,False,True,917.0,True,0.0
19055ddd-b61b-4b8f-a640-edeeb606e815,a45e62df-9f7f-4429-95a4-c4e334c8209f,False,True,True,919.0,True,0.0
fd832d3a-adc4-4fb4-8612-317595de1c58,da9eeafc-d7af-4a19-bf1c-2064e5b1b696,False,True,True,828.0,True,0.0
b3898250-017e-4f64-a421-34fa51e8628d,ad8e802d-ce83-437a-865f-fa769762a602,False,True,True,917.0,True,0.0
